#{"t_start": 1773996561.3319218, "env_id": "highway-fast-v0"}
r,l,t
23.733333,40,216.641691
23.888889,40,216.830327
18.546197,40,217.017779
18.073431,40,217.202887
23.866667,40,217.383849
24.466667,40,217.567563
23.0,40,217.751659
19.219162,40,217.93247
12.666667,40,218.114324
13.461267,40,218.29687
10.511111,40,218.478367
17.511111,40,218.663287
18.133333,40,218.842095
18.777778,40,219.232455
20.422222,40,219.416354
25.177778,40,219.59979
21.711111,40,219.781571
10.533333,40,219.961955
18.266667,40,220.143222
14.022222,40,220.32318
15.942591,40,220.50359
18.711111,40,220.686989
14.625466,40,220.87117
24.466667,40,221.050241
16.932531,40,221.227857
13.822222,40,221.409918
18.208259,40,221.587624
24.688889,40,221.769694
16.733333,40,221.950491
7.854077,40,222.131606
20.844444,40,222.313728
24.622222,40,222.494109
20.111111,40,222.675531
16.266667,40,222.859548
13.911111,40,223.039847
13.674621,40,223.219004
22.511111,40,223.398472
20.577778,40,223.57771
9.371618,40,223.759366
14.133333,40,223.940175
12.022222,40,224.117984
17.489758,40,224.296145
16.255453,40,224.47398
17.977778,40,224.653139
25.311111,40,224.83434
12.724452,40,225.011655
16.239806,40,225.352109
26.6,40,225.592424
18.044444,40,225.858624
5.666667,40,226.071606
16.244444,40,226.285503
13.955556,40,226.506676
16.844444,40,226.720636
12.893178,40,226.927369
20.4,40,227.144764
16.271237,40,227.364524
22.24115,40,227.570535
12.721548,40,227.779944
23.844444,40,227.993905
19.644444,40,228.206075
18.311111,40,228.423497
15.288889,40,228.637816
22.555556,40,228.846239
22.622222,40,229.053961
9.288889,40,229.475812
16.725408,40,229.668345
7.044444,40,229.8635
22.8,40,230.056349
13.458144,40,230.243031
14.581498,40,230.438045
20.866667,40,230.623156
13.169921,40,230.805153
14.96961,40,231.00358
10.466667,40,231.191398
22.666667,40,231.378566
12.531923,40,231.564466
9.311111,40,231.751655
20.453068,40,231.951578
19.688889,40,232.159605
15.757096,40,232.354141
23.476272,40,232.547046
16.088889,40,232.733397
27.266667,40,232.919457
12.688889,40,233.102422
22.266667,40,233.287451
19.907993,40,233.487332
17.6,40,233.716908
14.133333,40,233.898249
15.466667,40,234.078123
21.111111,40,234.26143
17.474994,40,234.441231
11.711111,40,234.62391
19.644444,40,234.832973
21.330947,40,235.015131
18.955556,40,235.194057
19.6,40,235.372768
24.422222,40,235.551722
7.103908,40,235.733568
12.688889,40,235.914831
15.585283,40,236.099327
10.755556,40,236.2826
18.2,40,236.462795
13.50888,40,236.64402
21.733333,40,236.823244
15.751367,40,236.998529
19.720687,40,237.186652
18.866667,40,237.368059
16.311111,40,237.548045
12.977683,40,237.725864
22.000598,40,237.909578
7.044444,40,238.090118
22.822222,40,238.270075
19.226887,40,238.450202
15.756846,40,238.628392
6.333333,40,238.811328
