#{"t_start": 1773996561.3319218, "env_id": "highway-fast-v0"}
r,l,t
2.133333,40,21.477487
0.0,40,21.656137
0.953017,40,21.83214
2.311111,40,22.0111
1.0,40,22.188347
2.959742,40,22.363259
2.858159,40,22.542816
0.779817,40,22.723016
0.688889,40,22.900228
8.163332,40,23.07836
6.266667,40,23.262295
7.801449,40,23.440698
14.301194,40,23.617888
1.955556,40,23.797337
4.777778,40,23.977457
0.733333,40,24.155538
0.0,40,24.331974
11.56487,40,24.510403
0.0,40,24.685859
2.733333,40,24.865964
2.437262,40,25.048872
1.4,40,25.228697
1.688889,40,25.40931
2.022222,40,25.585289
4.955556,40,25.760202
2.2,40,25.941532
0.0,40,26.118994
3.577778,40,26.299515
0.0,40,26.476416
4.501157,40,26.658006
1.422222,40,26.838068
11.494311,40,27.017894
0.0,40,27.198659
4.311111,40,27.378921
4.615475,40,27.563617
2.844444,40,27.746149
0.666667,40,27.925186
5.319995,40,28.100419
5.581078,40,28.278008
4.155556,40,28.455385
0.0,40,28.848575
4.280869,40,29.029192
2.377778,40,29.209896
5.666667,40,29.389359
2.088889,40,29.567744
2.178722,40,29.791926
0.688889,40,29.973459
4.590562,40,30.149539
2.866667,40,30.325509
3.354303,40,30.504351
3.66562,40,30.683735
0.758792,40,30.865146
2.8,40,31.04145
5.444444,40,31.225171
0.0,40,31.405
4.755556,40,31.594297
5.288889,40,31.783262
1.484733,40,31.969524
0.733333,40,32.147879
2.777778,40,32.325114
3.601333,40,32.508645
6.286323,40,32.685318
6.08366,40,32.862087
5.555556,40,33.044815
1.4,40,33.223226
2.26872,40,33.400892
3.488889,40,33.581102
2.955556,40,33.763168
2.088889,40,33.943671
0.0,40,34.158275
4.47352,40,34.346748
0.689954,40,34.527572
2.182085,40,34.708307
1.444444,40,34.886218
2.177778,40,35.070603
0.0,40,35.254086
3.11086,40,35.436722
2.022222,40,35.616952
8.896283,40,35.796608
9.122214,40,35.976971
6.355556,40,36.155355
7.467384,40,36.330089
7.666667,40,36.508992
4.888889,40,36.688453
0.998974,40,36.865762
1.548561,40,37.045605
12.930507,40,37.226106
4.955556,40,37.407641
2.25325,40,37.58702
2.022222,40,37.771734
4.2,40,37.952506
2.333333,40,38.336685
10.621636,40,38.515352
0.0,40,38.689001
5.300046,40,38.867281
6.844444,40,39.047319
1.333333,40,39.225451
3.780766,40,39.405586
7.044444,40,39.58871
3.511111,40,39.76873
3.644861,40,39.960293
4.414697,40,40.140521
0.711111,40,40.318651
5.6,40,40.498174
1.377778,40,40.677566
2.822222,40,40.855581
3.103943,40,41.032589
0.0,40,41.211296
3.156262,40,41.391748
15.883989,40,41.570514
3.466667,40,41.745795
0.0,40,41.920612
1.4,40,42.098594
3.555556,40,42.274447
5.084294,40,42.449812
1.422222,40,42.655811
7.637396,40,42.835881
5.755556,40,43.013217
2.111111,40,43.195144
2.755556,40,43.372958
3.511111,40,43.553835
2.088889,40,43.732161
5.85928,40,43.907963
4.226538,40,44.087487
0.0,40,44.26618
4.488889,40,44.44513
12.248108,40,44.625097
6.222222,40,44.803049
5.644444,40,44.980691
1.493062,40,45.157598
2.133333,40,45.336383
2.933333,40,45.518059
4.933333,40,45.697725
5.802888,40,45.87787
3.539326,40,46.056982
4.509302,40,46.238727
2.190251,40,46.418011
1.846417,40,46.596785
6.266667,40,46.777036
2.022222,40,46.955837
13.177778,40,47.136472
6.404604,40,47.312283
0.849351,40,47.694383
8.711111,40,47.871688
11.088889,40,48.051242
12.949777,40,48.231375
1.554454,40,48.409385
1.666667,40,48.590243
4.244444,40,48.768753
2.854211,40,48.948656
6.466667,40,49.122477
1.333333,40,49.305733
0.767059,40,49.48661
5.222222,40,49.667126
9.9923,40,49.846409
4.755556,40,50.0275
2.755556,40,50.204622
2.111111,40,50.380389
2.133333,40,50.558958
8.244522,40,50.738103
2.828041,40,50.917454
0.0,40,51.09762
0.688889,40,51.276955
2.859494,40,51.451377
11.517943,40,51.626364
10.260145,40,51.806958
5.444444,40,51.989134
6.266667,40,52.168301
5.098996,40,52.346253
7.022222,40,52.527189
2.822222,40,52.707247
3.54203,40,52.882078
3.466667,40,53.060799
2.542764,40,53.238389
0.733333,40,53.419183
2.867421,40,53.596083
7.711586,40,53.773704
0.0,40,53.952029
8.466667,40,54.13028
5.169538,40,54.310008
2.888889,40,54.489118
3.786058,40,54.666799
11.155556,40,54.843466
4.244444,40,55.022265
5.796866,40,55.201396
6.021018,40,55.379135
1.758274,40,55.55758
0.688889,40,55.742461
2.066667,40,55.922744
6.022222,40,56.099202
1.422222,40,56.280328
6.444444,40,56.45998
8.866667,40,56.641997
4.933333,40,56.824274
3.488889,40,57.204692
0.733333,40,57.386773
8.314356,40,57.572331
9.155556,40,57.753907
0.711111,40,57.935191
4.53265,40,58.112147
0.733333,40,58.29025
2.066667,40,58.468913
10.893931,40,58.646851
3.038072,40,58.827255
10.66324,40,59.004751
12.555556,40,59.185334
11.2,40,59.36552
4.155556,40,59.541994
4.338015,40,59.71734
0.688889,40,59.892798
6.177778,40,60.067722
2.8,40,60.245826
12.932569,40,60.424949
17.944053,40,60.607049
6.977778,40,60.78408
4.153668,40,60.961963
2.044444,40,61.139053
14.962152,40,61.319893
0.0,40,61.499339
2.066667,40,61.680476
1.444444,40,61.858046
3.444444,40,62.036407
0.852927,40,62.213915
15.422222,40,62.393587
6.949817,40,62.573869
15.332676,40,62.754282
7.355556,40,62.931251
6.8,40,63.11154
12.466667,40,63.293236
7.088889,40,63.471147
3.990767,40,63.649227
5.170889,40,63.829084
9.145296,40,64.010188
2.777778,40,64.190643
2.066667,40,64.369579
4.111111,40,64.550686
9.523789,40,64.730566
5.006561,40,64.911957
0.711111,40,65.094461
2.8,40,65.272987
2.088889,40,65.448402
2.4,40,65.627082
1.501985,40,65.806514
5.714134,40,65.986576
8.417968,40,66.16421
5.232396,40,66.552796
1.466667,40,66.730587
2.111111,40,66.910515
7.652391,40,67.090981
10.457264,40,67.271524
2.133333,40,67.453468
3.572096,40,67.633955
4.953155,40,67.812314
3.688889,40,67.992618
7.022222,40,68.175991
0.733333,40,68.353604
8.98167,40,68.531949
0.711111,40,68.711879
6.571294,40,68.891452
7.710108,40,69.0704
10.178896,40,69.251358
9.280092,40,69.431614
12.284389,40,69.61002
6.626605,40,69.78776
11.938519,40,69.96896
5.777778,40,70.149154
1.4,40,70.330394
0.0,40,70.506837
16.288889,40,70.685943
2.355556,40,70.866039
4.2,40,71.045017
2.111111,40,71.222842
4.911111,40,71.40229
8.852406,40,71.582268
6.644444,40,71.760781
11.222222,40,71.939874
6.984008,40,72.11996
4.899412,40,72.300679
12.644444,40,72.483475
3.511111,40,72.66136
6.18622,40,72.845448
1.422222,40,73.024687
9.888889,40,73.206579
1.4,40,73.387216
19.907048,40,73.576423
2.688889,40,73.760345
6.266667,40,73.941655
10.768376,40,74.13285
7.132894,40,74.315604
16.114331,40,74.49725
6.633617,40,74.681882
5.022222,40,74.86125
7.6,40,75.069701
0.952356,3,75.088053
5.631422,40,75.271228
10.488889,40,75.475206
11.766505,40,75.658999
10.047324,40,76.045611
5.955556,40,76.223086
13.266588,40,76.405783
8.488889,40,76.587035
5.6,40,76.767898
0.0,40,76.948564
0.0,40,77.127162
7.345778,40,77.302523
13.326271,40,77.482053
13.288889,40,77.660703
0.0,40,77.840156
4.933333,40,78.015221
6.333333,40,78.193626
8.566848,40,78.374386
2.952463,40,78.554336
1.333333,40,78.735264
1.377778,40,78.913305
2.28724,40,79.093196
7.670243,40,79.274014
14.229327,40,79.460549
7.239875,40,79.651851
7.844444,40,79.834476
2.418264,40,80.021249
14.867622,40,80.202733
0.666667,40,80.385395
8.4,40,80.566533
5.872637,40,80.749712
5.511111,40,80.938787
6.124848,40,81.120196
13.155556,40,81.300995
5.6,40,81.482553
3.715583,40,81.671327
9.97441,40,81.855049
10.622222,40,82.038343
14.755556,40,82.22057
7.341497,40,82.401489
9.368004,40,82.582475
11.730008,40,82.760213
8.511111,40,82.942062
7.013599,40,83.118491
6.297013,40,83.298515
4.848219,40,83.478181
9.511111,40,83.655113
9.177778,40,83.836255
15.933333,40,84.013003
6.977778,40,84.193503
6.278388,40,84.371362
9.58238,40,84.554119
8.524872,40,84.736625
1.377778,40,84.919588
16.047646,40,85.095312
15.010866,40,85.474566
5.773506,40,85.653822
4.856632,40,85.829937
0.0,40,86.006969
3.666667,40,86.185506
5.647721,40,86.365895
13.155556,40,86.547573
6.992821,40,86.728362
8.651553,40,86.907847
7.664415,40,87.083368
11.777778,40,87.26206
3.591613,40,87.442658
10.726912,40,87.625157
17.187527,40,87.805108
11.631938,40,87.987489
10.355556,40,88.164012
10.511111,40,88.340174
3.780019,40,88.520598
9.466667,40,88.706556
8.444444,40,88.883925
6.377778,40,89.062863
2.044444,40,89.236239
8.987829,40,89.417585
14.609677,40,89.596215
5.708705,40,89.782939
3.547222,40,89.963186
11.329504,40,90.140148
12.167381,40,90.320624
8.082343,40,90.495567
9.044444,40,90.672066
3.6,40,90.854549
8.530093,40,91.034149
7.292655,40,91.2127
14.711111,40,91.391407
5.688889,40,91.571476
9.844444,40,91.754173
2.155556,40,91.933481
5.155556,40,92.114942
2.066667,40,92.296157
2.711111,40,92.476154
8.422222,40,92.657169
10.488889,40,92.833003
2.340423,40,93.010177
11.2,40,93.191066
9.784687,40,93.371105
14.674259,40,93.551757
4.933333,40,93.736753
12.866667,40,93.919139
6.092449,40,94.095433
8.054126,40,94.274673
5.892573,40,94.456122
12.341412,40,94.844036
8.015366,40,95.022902
7.309066,40,95.203529
5.866667,40,95.385236
7.866667,40,95.565689
5.674415,40,95.748906
15.296176,40,95.930462
8.533333,40,96.11248
17.577778,40,96.293508
1.437265,40,96.47285
10.488889,40,96.656365
2.822222,40,96.835093
8.422222,40,97.017857
9.35047,40,97.199715
6.2,40,97.37654
8.867581,40,97.559853
6.693806,40,97.740154
10.05359,40,97.920851
10.441298,40,98.099684
22.655131,40,98.278625
18.111111,40,98.457653
8.964281,40,98.639066
14.116258,40,98.822353
13.402399,40,99.002101
7.187366,40,99.182184
7.177778,40,99.359277
9.409788,40,99.538262
14.088889,40,99.723626
11.888889,40,99.92915
6.425958,40,100.110013
4.901992,40,100.324958
14.888662,40,100.506746
3.093182,40,100.689217
14.652882,40,100.865911
7.711111,40,101.03806
13.866667,40,101.217067
3.466667,40,101.400956
13.318434,40,101.582529
16.976103,40,101.75817
13.511111,40,101.982885
6.311111,40,102.160987
12.955138,40,102.341703
12.82903,40,102.522084
16.866667,40,102.704367
12.205525,40,102.886325
4.24664,40,103.067556
5.622222,40,103.248784
3.533333,40,103.429225
12.36201,40,103.606006
15.244477,40,103.792375
12.321504,40,103.978314
5.022222,40,104.160787
2.8,40,104.554338
4.264928,40,104.751597
9.313325,40,104.935501
10.688889,40,105.116229
13.978094,40,105.297744
18.111111,40,105.48022
10.622222,40,105.670951
12.830168,40,105.855627
9.736914,40,106.035357
14.644444,40,106.220346
4.911111,40,106.405129
3.488889,40,106.584646
4.892076,40,106.75967
9.539839,40,106.937337
9.079946,40,107.113571
6.867891,40,107.290712
8.837049,40,107.474039
13.734248,40,107.654991
10.89904,40,107.834824
15.488889,40,108.015735
7.022222,40,108.195872
10.506709,40,108.374769
7.088889,40,108.554763
2.97478,40,108.732123
2.777778,40,108.910684
7.080457,40,109.091901
0.0,40,109.270935
0.733333,40,109.451564
9.688889,40,109.627306
18.888889,40,109.80848
12.989633,40,109.988048
13.376737,40,110.165661
11.222222,40,110.34788
7.133333,40,110.52694
14.777778,40,110.706789
0.0,40,110.886342
12.622222,40,111.064014
8.5884,40,111.242908
19.644444,40,111.424385
15.528399,40,111.604866
11.246396,40,111.781638
7.511111,40,111.959795
9.178368,40,112.138211
7.622222,40,112.31921
10.656833,40,112.496014
5.763792,40,112.673862
17.444444,40,112.854626
14.389209,40,113.036941
5.698661,40,113.216239
13.242791,40,113.393564
3.511111,40,113.575237
3.555556,40,113.964423
5.666667,40,114.142565
2.100654,40,114.323025
8.530924,40,114.503788
13.561338,40,114.687812
20.190298,40,114.870307
14.177778,40,115.05526
1.940356,3,115.071713
11.727412,40,115.253882
15.101302,40,115.433845
19.610018,40,115.619787
16.511111,40,115.801636
9.145974,40,115.980899
8.70256,40,116.160039
23.244444,40,116.383348
6.244444,40,116.585466
10.618365,40,116.800728
2.822222,40,117.060478
6.081904,40,117.254532
8.800263,40,117.437863
2.22299,4,117.458784
14.666667,40,117.65762
7.688616,40,117.912911
14.911111,40,118.131422
9.900484,40,118.321501
14.234881,40,118.508325
12.644444,40,118.697669
9.161651,40,118.876552
9.133333,40,119.057718
13.869417,40,119.236523
20.842693,40,119.42344
12.212104,40,119.605383
4.022222,40,119.783175
14.111111,40,119.966374
10.711507,40,120.148651
9.390932,40,120.32587
9.577778,40,120.50676
7.755148,40,120.687396
11.115556,40,120.86711
10.355556,40,121.045383
6.288889,40,121.226764
12.829403,40,121.409302
10.381122,40,121.600849
4.8,40,121.781162
9.897391,40,121.962519
15.749262,40,122.141929
5.6,40,122.318045
9.888889,40,122.49794
14.266667,40,122.680454
17.688889,40,122.857403
6.955556,40,123.036061
6.982726,40,123.217395
5.044444,40,123.393735
11.225679,40,123.778869
5.6,40,123.960718
12.623109,40,124.141949
13.244444,40,124.323542
14.509234,40,124.502582
14.133333,40,124.684695
6.622292,40,124.865141
15.488889,40,125.0442
4.911111,40,125.219718
16.864402,40,125.399273
16.164206,40,125.578216
9.511111,40,125.758037
14.593643,40,125.941476
9.763301,40,126.118823
7.111111,40,126.298113
20.933333,40,126.475994
16.933333,40,126.654364
5.6,40,126.835851
12.094213,40,127.013614
13.520152,40,127.196344
16.917164,40,127.376638
10.52395,40,127.556845
9.503786,40,127.770805
17.088889,40,127.949786
10.488889,40,128.126515
6.844444,40,128.309155
0.733333,40,128.486916
5.292906,40,128.669134
9.394319,40,128.855992
22.866667,40,129.035946
6.968391,40,129.216999
16.254698,40,129.394562
10.853345,40,129.574175
11.844444,40,129.751101
4.506065,40,129.950364
19.47002,40,130.130574
16.444444,40,130.30993
16.020588,40,130.489714
14.154897,40,130.66417
10.494062,40,130.845671
13.733333,40,131.029681
16.18264,40,131.210667
6.148402,40,131.391821
16.747175,40,131.57464
16.443385,40,131.758023
14.08544,40,131.939315
7.666667,40,132.112697
11.8,40,132.295315
9.368773,40,132.478408
8.503413,40,132.66162
9.66283,40,132.844742
21.719466,40,133.235857
17.511111,40,133.413974
13.466667,40,133.625962
15.555556,40,133.806235
12.577778,40,133.996463
13.724045,40,134.194655
19.003095,40,134.386839
20.422222,40,134.568687
9.222222,40,134.74863
15.289927,40,134.92732
22.311111,40,135.110574
10.355556,40,135.292736
14.785664,40,135.472883
17.335195,40,135.652175
3.659811,40,135.830891
5.688889,40,136.007684
11.668135,40,136.186265
22.401802,40,136.380473
18.472838,40,136.559479
6.526454,40,136.739407
18.911111,40,136.92968
10.454958,40,137.112226
15.726539,40,137.293599
14.133333,40,137.475765
20.288889,40,137.658437
13.483764,40,137.836579
19.044444,40,138.013786
16.044444,40,138.194391
18.4,40,138.376783
12.311111,40,138.5556
7.066667,40,138.73539
11.029473,40,138.916403
13.674425,40,139.097728
12.666667,40,139.278907
11.222222,40,139.45596
8.414745,40,139.638527
5.2,40,139.81997
16.36846,40,139.996485
5.577778,40,140.177203
18.398221,40,140.356478
15.074021,40,140.533582
16.23411,40,140.715985
14.800387,40,140.89994
12.444444,40,141.080371
11.438716,40,141.259577
4.155556,40,141.439804
10.555556,40,141.615481
11.701344,40,141.79724
7.666667,40,141.976396
9.045338,40,142.155922
17.501021,40,142.33315
5.533333,40,142.721834
12.622222,40,142.911257
1.444444,40,143.093368
9.285768,40,143.280859
9.439757,40,143.459392
4.844444,40,143.636783
13.347717,40,143.818378
22.2,40,143.999007
12.172876,40,144.180663
10.466667,40,144.360393
12.661569,40,144.539293
9.155556,40,144.718116
6.288889,40,144.900266
7.733333,40,145.076774
9.066667,40,145.25755
12.644444,40,145.459466
14.622222,40,145.641664
19.533333,40,145.823363
10.488889,40,146.0028
16.820305,40,146.216031
12.6,40,146.400488
20.374956,40,146.578157
8.410234,40,146.758728
12.711111,40,146.941896
13.2,40,147.129287
9.8,40,147.309517
3.511111,40,147.48836
13.1254,40,147.670803
10.755556,40,147.852979
22.607794,40,148.035103
15.311111,40,148.21455
5.623116,40,148.392644
13.911111,40,148.576392
11.8,40,148.755616
17.577778,40,148.934945
11.988628,40,149.119217
11.244444,40,149.297501
17.240862,40,149.480794
16.755556,40,149.661093
15.534737,40,149.838538
14.844444,40,150.019126
10.422222,40,150.200274
7.644444,40,150.380185
15.652175,40,150.561771
20.60433,40,150.742239
13.911111,40,150.922844
17.131012,40,151.104923
12.476778,40,151.287345
4.777778,40,151.464667
7.911111,40,151.644046
12.866667,40,151.827244
6.311111,40,152.215739
15.377778,40,152.393208
11.2,40,152.573477
20.577778,40,152.754077
17.288889,40,152.936336
1.4,40,153.116886
9.821921,40,153.29727
9.777778,40,153.516859
17.289669,40,153.713493
11.844444,40,153.890979
8.266667,40,154.076082
17.666667,40,154.262372
12.682806,40,154.438734
12.024784,40,154.617414
17.511111,40,154.799558
7.267073,40,154.981028
10.678439,40,155.162486
13.979894,40,155.342915
14.584054,40,155.524981
8.933333,40,155.707388
6.155556,40,155.887816
18.993421,40,156.065737
10.511111,40,156.247215
14.755556,40,156.426264
14.470457,40,156.607935
7.242993,40,156.79028
2.777778,40,156.971744
12.533333,40,157.152619
5.355556,40,157.332742
14.818435,40,157.528596
16.814348,40,157.712139
6.422222,40,157.9083
13.156399,40,158.091337
12.355556,40,158.273393
16.288889,40,158.500371
14.622222,40,158.680155
7.772622,40,158.859678
6.333333,40,159.03717
11.844022,40,159.215329
17.359147,40,159.395239
13.911111,40,159.576704
8.425162,40,159.758402
13.133333,40,159.941019
16.688889,40,160.116555
14.533333,40,160.297338
15.306942,40,160.473437
12.706028,40,160.650477
19.866667,40,160.828182
13.266667,40,161.006609
7.288889,40,161.182021
22.511111,40,161.360653
21.888889,40,161.539218
2.066667,40,161.92103
17.244444,40,162.099458
12.422222,40,162.28085
16.622222,40,162.461355
10.6,40,162.6429
9.494007,40,162.823471
17.84378,40,163.004101
19.073786,40,163.187185
15.312465,40,163.366849
22.422222,40,163.546801
20.422222,40,163.727433
17.757523,40,163.908892
22.614625,40,164.091212
7.066667,40,164.270458
19.229245,40,164.450185
13.977778,40,164.633818
16.733333,40,164.81661
11.642204,40,164.997453
11.266667,40,165.180417
15.985532,40,165.368405
9.968996,40,165.557005
17.377778,40,165.750608
20.266667,40,165.948509
7.941148,40,166.129463
18.622222,40,166.31384
11.444444,40,166.494973
6.380874,40,166.673525
12.466667,40,166.851322
17.74571,40,167.031108
10.576598,40,167.215152
15.774388,40,167.408907
17.111111,40,167.592692
17.834421,40,167.777526
5.577778,40,167.958823
17.481434,40,168.137951
15.845818,40,168.322377
15.288889,40,168.504284
24.698294,40,168.734203
20.436293,40,168.920734
7.066667,40,169.095105
12.782059,40,169.303029
18.422222,40,169.48337
10.097707,40,169.664229
3.733333,40,169.844896
13.777899,40,170.025319
13.4,40,170.206607
19.888889,40,170.3847
18.157618,40,170.571811
17.422222,40,170.760426
20.244444,40,170.937615
9.89778,40,171.115825
18.777778,40,171.503575
13.875062,40,171.681757
23.688889,40,171.864396
9.733333,40,172.045627
19.666667,40,172.22322
16.232919,40,172.402883
17.422222,40,172.584415
13.022222,40,172.768007
15.511111,40,172.94906
21.511111,40,173.12865
17.399435,40,173.306906
8.977778,40,173.484549
13.088889,40,173.664915
17.955556,40,173.845051
14.125629,40,174.022626
6.155556,40,174.202825
9.177778,40,174.381781
17.355556,40,174.559445
10.777778,40,174.737958
5.644444,40,174.915257
17.721456,40,175.095595
21.39661,40,175.275754
20.888889,40,175.456206
12.377778,40,175.640674
6.822222,40,175.820205
16.771959,40,175.998614
18.222222,40,176.178991
12.622222,40,176.360178
18.4,40,176.539474
11.912275,40,176.724085
17.712934,40,176.906974
17.522215,40,177.086058
20.355556,40,177.261681
11.377778,40,177.441516
9.133333,40,177.623391
8.511111,40,177.801893
19.896938,40,177.978015
8.741435,40,178.15749
17.577778,40,178.338244
21.355556,40,178.521987
13.368163,40,178.704541
2.044444,40,178.884077
20.955556,40,179.066885
5.144285,40,179.246061
16.351507,40,179.424795
16.977778,40,179.605729
22.488889,40,179.789118
18.788852,40,179.971173
17.076511,40,180.150818
14.83778,40,180.330458
18.0,40,180.506242
10.4,40,180.896756
15.655269,40,181.076408
9.919296,40,181.256789
22.222222,40,181.441096
15.177778,40,181.624958
12.715484,40,181.805857
16.866667,40,181.987777
16.711111,40,182.1673
8.577778,40,182.346129
14.79395,40,182.527135
17.557931,40,182.70861
11.977778,40,182.888237
22.422222,40,183.067053
8.721619,40,183.246855
13.711111,40,183.426212
21.808785,40,183.608702
8.466667,40,183.78887
24.933333,40,183.968214
11.4,40,184.15
11.806952,40,184.327398
16.088889,40,184.506417
15.789594,40,184.684994
20.4,40,184.86793
13.509188,40,185.045674
9.025296,40,185.225855
20.469444,40,185.404233
17.0,40,185.599745
16.377778,40,185.783341
15.739859,40,185.962328
10.772664,40,186.139573
7.03652,40,186.314728
18.333333,40,186.494675
17.384266,40,186.676796
14.504664,40,186.860312
9.4,40,187.041417
13.377778,40,187.224114
22.244444,40,187.406802
25.651579,40,187.592773
18.977778,40,187.769438
15.828804,40,187.948037
13.555556,40,188.126277
18.933333,40,188.304837
11.866667,40,188.479347
15.177778,40,188.65801
19.084659,40,188.838813
14.688889,40,189.016677
14.0,40,189.194908
11.420289,40,189.377471
9.644444,40,189.554356
22.911111,40,189.735556
22.044444,40,189.912645
16.777778,40,190.301101
14.088889,40,190.483552
19.880906,40,190.667645
23.0,40,190.84554
15.475013,40,191.023498
18.066667,40,191.204627
8.533333,40,191.385678
20.266667,40,191.567271
18.533333,40,191.751497
15.555556,40,191.93264
5.755556,40,192.108931
22.496068,40,192.28947
22.977778,40,192.468808
17.200716,40,192.649947
12.511111,40,192.829579
27.777778,40,193.011848
9.622222,40,193.189637
17.488889,40,193.369526
18.2,40,193.550225
18.444444,40,193.732581
21.602701,40,193.91308
13.377778,40,194.093737
9.860873,40,194.277099
20.888889,40,194.459884
15.090589,40,194.63796
7.755556,40,194.813267
16.305673,40,194.993757
15.464585,40,195.175304
17.444444,40,195.355928
19.098155,40,195.539916
17.711111,40,195.716487
23.111111,40,195.897385
21.711111,40,196.076455
17.033722,40,196.252156
8.44753,40,196.429824
14.688889,40,196.609265
14.770659,40,196.790142
9.711111,40,196.972217
24.822222,40,197.153444
23.022222,40,197.330942
21.047115,40,197.510148
15.444444,40,197.689779
11.443993,40,197.868795
13.977778,40,198.045619
17.751786,40,198.230368
15.288889,40,198.414527
7.155556,40,198.597022
23.888889,40,198.778826
11.955556,40,198.961219
23.977173,40,199.144372
10.022467,40,199.324282
23.822222,40,199.710371
16.2,40,199.889676
20.971401,40,200.070859
22.977778,40,200.252034
12.001215,40,200.433208
11.022222,40,200.616326
15.712213,40,200.806633
17.537185,40,200.987382
18.622222,40,201.167401
16.05673,40,201.350729
16.066667,40,201.532285
10.517775,40,201.709164
12.466667,40,201.890942
7.044444,40,202.069833
20.822222,40,202.251216
12.577778,40,202.43335
15.644444,40,202.616172
2.044444,40,202.794755
10.474459,40,202.974469
23.244444,40,203.155783
6.98507,40,203.335416
8.513117,40,203.513206
19.591514,40,203.693708
14.555556,40,203.877286
15.866667,40,204.05519
20.943932,40,204.237934
18.869244,40,204.41936
18.03968,40,204.60081
22.111111,40,204.77962
4.492991,40,204.96404
24.6,40,205.146416
20.022222,40,205.324505
13.617767,40,205.499652
9.111111,40,205.677996
15.511111,40,205.863855
13.244444,40,206.045858
14.0,40,206.229458
22.500325,40,206.463585
13.4,40,206.64538
21.155556,40,206.824616
16.933333,40,207.006361
21.777778,40,207.189654
17.379117,40,207.373406
25.644444,40,207.551247
14.514267,40,207.729444
19.477682,40,207.908313
16.822222,40,208.145488
19.111111,40,208.343648
9.066667,40,208.534552
12.166946,40,208.745039
27.622222,40,209.023772
17.563542,40,209.219922
17.497511,40,209.640022
19.711111,40,209.827765
9.222222,40,210.023121
18.244444,40,210.205413
9.615483,40,210.38704
21.488889,40,210.569705
6.509687,40,210.75315
20.911111,40,210.93763
11.386173,40,211.122858
16.244444,40,211.306188
20.2,40,211.487785
20.533333,40,211.668282
19.6,40,211.849204
22.466667,40,212.030344
7.755556,40,212.209647
4.299851,40,212.388175
14.644444,40,212.571025
16.577778,40,212.750216
14.83722,40,212.927382
23.750601,40,213.107971
11.782431,40,213.288787
19.060883,40,213.469133
16.6,40,213.648465
23.111111,40,213.826512
8.488889,40,214.004614
8.644444,40,214.186721
13.23592,40,214.367355
15.444444,40,214.558839
19.101886,40,214.765186
14.219091,40,214.973992
17.666667,40,215.159405
13.244444,40,215.342088
19.511111,40,215.519301
22.466667,40,215.70893
18.693524,40,215.900548
3.840969,40,216.089686
20.266667,40,216.274611
12.533333,40,216.456781
