#{"t_start": 1773999538.7571719, "env_id": "highway-fast-v0"}
r,l,t
14.913817,40,214.474912
3.511111,40,214.658902
10.0,40,214.843568
4.488889,40,215.048926
4.2,40,215.229565
11.933333,40,215.416013
3.577778,40,215.597817
15.455584,40,215.77947
7.063272,40,215.982859
1.422222,40,216.173357
10.933333,40,216.354842
9.622222,40,216.547646
17.8,40,216.731694
11.488889,40,216.915191
9.666667,40,217.098798
14.477153,40,217.309145
0.0,40,217.495511
8.422222,40,217.710334
12.533416,40,217.893941
11.977778,40,218.07552
6.311111,40,218.255708
2.775711,40,218.442306
10.584533,40,218.63701
7.0,40,218.820468
10.533333,40,219.004445
1.466667,40,219.185568
11.244444,40,219.366293
7.031341,40,219.555252
5.622222,40,219.736545
5.533333,40,219.919754
9.177778,40,220.100984
4.111111,40,220.2834
6.468227,40,220.466666
2.111111,40,220.646617
4.231845,40,220.827824
9.844444,40,221.01085
8.666667,40,221.194855
18.488889,40,221.376443
8.422222,40,221.560359
0.733333,40,221.739597
2.755556,40,221.962303
3.511111,40,222.151404
4.6,40,222.333194
5.6,40,222.517027
13.244444,40,222.705442
10.054636,40,222.898313
13.941142,40,223.09879
5.422222,40,223.293043
11.155556,40,223.477973
6.933333,40,223.658859
5.368285,40,223.840195
0.0,40,224.020186
4.166375,40,224.2036
5.733333,40,224.392117
7.739332,40,224.583197
0.727964,40,224.767995
9.755556,40,224.948991
1.4,40,225.129906
14.444444,40,225.310522
10.040582,40,225.49052
8.143102,40,225.6735
10.742323,40,225.852463
4.088889,40,226.03711
2.183164,40,226.219344
2.8,40,226.402998
7.711111,40,226.588129
18.355556,40,226.771054
15.933333,40,226.958405
17.777778,40,227.146621
11.177778,40,227.328057
10.288889,40,227.522232
11.23483,40,227.916811
11.155556,40,228.097151
9.0,40,228.280441
7.866667,40,228.460967
6.274343,40,228.640952
14.711111,40,228.81822
12.064726,40,228.997987
11.3744,40,229.179514
2.923107,40,229.358781
3.422222,40,229.538687
10.511111,40,229.717842
7.249653,40,229.898429
13.244444,40,230.080948
7.128476,40,230.264449
4.066667,40,230.445665
15.315424,40,230.62774
4.933333,40,230.807168
6.4,40,230.988261
9.133333,40,231.162738
4.888889,40,231.344694
4.222222,40,231.523434
3.844444,40,231.707033
2.088889,40,231.888453
14.642165,40,232.069765
13.111111,40,232.253758
9.0,40,232.435021
9.733333,40,232.617842
3.511111,40,232.795269
20.266667,40,232.978049
10.355556,40,233.157462
2.066667,40,233.33985
9.398238,40,233.520598
9.384128,40,233.700697
16.044444,40,233.882537
6.822222,40,234.06519
4.866667,40,234.244356
12.711111,40,234.423253
8.333333,40,234.602688
9.066667,40,234.784733
13.362774,40,234.965141
0.0,40,235.149221
1.422222,40,235.330308
6.311111,40,235.505759
13.2,40,235.685312
12.088889,40,235.866165
16.555556,40,236.045755
7.037143,40,236.228588
4.890124,40,236.411776
2.214288,40,236.592049
4.288889,40,236.774524
8.4,40,236.953871
6.997557,40,237.132679
8.355556,40,237.311336
13.155556,40,237.493202
1.444444,40,237.670635
7.688889,40,237.851357
9.266667,40,238.030462
5.717038,40,238.21455
4.403103,40,238.395342
6.244444,40,238.579433
10.311111,40,238.758981
15.091972,40,238.941158
7.0,40,239.121314
3.555556,40,239.301607
0.666667,40,239.481208
10.677079,40,239.664222
9.266667,40,239.846615
15.688889,40,240.02837
19.022222,40,240.208226
18.155556,40,240.390613
5.658801,40,240.567868
2.8,40,240.748891
6.577778,40,240.931084
11.2,40,241.118867
12.533333,40,241.301071
18.777778,40,241.482896
9.377778,40,241.665155
9.222222,40,241.849042
11.6,40,242.033406
11.222222,40,242.214463
0.133936,5,242.240838
10.18082,40,242.422763
8.355556,40,242.603205
12.710299,40,242.782161
16.111111,40,242.965749
14.064472,40,243.149874
6.577778,40,243.332076
9.022222,40,243.515255
13.333333,40,243.699108
5.030943,40,243.880193
6.266667,40,244.058805
7.152589,40,244.239329
17.113348,40,244.418466
12.422222,40,244.603435
13.683003,40,244.784461
8.374541,40,244.966062
9.211359,40,245.146529
11.266667,40,245.327198
8.715079,40,245.505464
13.52237,40,245.686354
7.622222,40,245.867413
8.555556,40,246.046835
1.422222,40,246.228594
5.059779,40,246.627908
8.377778,40,246.811234
3.511111,40,246.994641
2.996429,40,247.178267
7.545894,40,247.359074
12.377778,40,247.536903
11.852654,40,247.714917
4.155556,40,247.898059
16.224545,40,248.080981
11.155556,40,248.260399
12.610641,40,248.444196
2.822222,40,248.622742
5.488889,40,248.801673
2.088889,40,248.982565
4.933333,40,249.164276
5.555556,40,249.347937
0.733333,40,249.528012
11.222222,40,249.706702
14.041647,40,249.885761
4.111111,40,250.066919
11.924507,40,250.246323
9.299803,40,250.430145
10.159969,40,250.615028
6.133333,40,250.794623
9.986369,40,250.974807
13.155556,40,251.155308
15.333387,40,251.335734
18.808928,40,251.515182
11.503673,40,251.700188
10.022222,40,251.882792
18.577778,40,252.065535
11.215198,40,252.247862
7.577778,40,252.427583
13.911111,40,252.60822
5.622222,40,252.787226
15.311111,40,252.966874
12.0,40,253.150141
17.368486,40,253.335909
0.711111,40,253.520807
4.888889,40,253.705414
11.777778,40,253.885642
11.622222,40,254.06645
9.888889,40,254.247992
16.777409,40,254.426643
2.822222,6,254.457327
1.422222,40,254.640869
12.444444,40,254.822516
16.632209,40,255.007452
9.137458,40,255.189135
15.133333,40,255.373464
14.066667,40,255.556496
18.288889,40,255.73737
6.333333,40,255.916704
9.87456,40,256.097269
14.711111,40,256.280126
8.007353,40,256.463546
8.266667,40,256.646738
2.688889,40,256.829358
9.838246,40,257.013632
1.424153,40,257.197825
11.933333,40,257.37935
12.0,40,257.55849
4.933333,40,257.739398
4.933333,40,257.915836
8.466667,40,258.0975
11.688889,40,258.278146
7.0,40,258.462056
11.288889,40,258.64392
18.288889,40,258.825547
4.888889,40,259.006538
10.512645,40,259.189725
18.155556,40,259.366329
11.0,40,259.54485
16.314954,40,259.728285
16.97591,40,259.914048
8.422222,40,260.09784
5.644444,40,260.277978
11.888889,40,260.458956
4.133333,40,260.641018
11.266667,40,260.825788
8.436397,40,261.007579
8.488816,40,261.187177
10.086533,40,261.369233
1.466667,40,261.553162
12.355556,40,261.735708
5.622222,40,261.918064
18.622222,40,262.104108
11.312046,40,262.288027
9.644444,40,262.465309
10.755556,40,262.646222
13.977778,40,262.830076
5.28959,40,263.011105
2.866667,40,263.195172
4.866667,40,263.375189
4.933333,40,263.556564
7.022222,40,263.735962
9.711111,40,263.918473
2.183181,40,264.098753
5.622222,40,264.281743
7.666667,40,264.463353
3.422222,40,264.644099
12.041014,40,264.826227
16.888889,40,265.005541
17.666667,40,265.187642
23.866667,40,265.587174
9.196628,40,265.768475
5.6,40,265.950153
15.720663,40,266.129524
9.916915,40,266.308646
11.844444,40,266.491293
1.4,40,266.670924
14.0,40,266.849211
0.688889,40,267.02797
16.022222,40,267.212337
12.777778,40,267.395612
7.022222,40,267.57663
6.294028,40,267.754694
6.985472,40,267.938556
13.635485,40,268.120791
11.266667,40,268.304244
5.839748,40,268.482855
8.311111,40,268.666013
15.622532,40,268.848744
13.977778,40,269.027212
12.8,40,269.207243
15.555556,40,269.389047
2.066667,40,269.572481
5.022222,40,269.756033
13.040248,40,269.939205
15.91959,40,270.123252
8.933333,40,270.301839
8.341366,40,270.482246
11.822222,40,270.66251
0.0,40,270.8403
16.777778,40,271.021178
10.755556,40,271.206633
7.155556,40,271.390432
13.866667,40,271.57539
9.338466,40,271.757449
7.042429,40,271.932403
13.2,40,272.116184
4.933333,40,272.296559
15.266667,40,272.476354
10.545921,40,272.657658
15.844444,40,272.838951
11.444444,40,273.023927
9.912566,40,273.208003
7.533333,40,273.394913
8.643056,40,273.577363
9.133333,40,273.757027
1.4,40,273.947086
14.355556,40,274.127967
12.16316,40,274.31081
21.044444,40,274.491576
12.977778,40,274.674957
15.377778,40,274.86013
11.145722,40,275.040953
9.088889,40,275.243855
8.955556,40,275.424937
10.533333,40,275.60699
7.258154,40,275.788877
12.377778,40,275.971479
9.644444,40,276.153925
9.95239,40,276.338875
11.124093,40,276.520605
6.911111,40,276.70121
12.555556,40,276.903545
19.069355,40,277.09159
18.644444,40,277.280383
12.780738,40,277.458247
11.25419,40,277.644199
12.157124,40,277.82467
6.977778,40,278.006344
18.155556,40,278.184371
12.488889,40,278.364476
2.177778,40,278.545084
9.155556,40,278.729376
9.857511,40,278.915687
13.955556,40,279.102021
14.844444,40,279.289299
4.296368,40,279.472478
13.355556,40,279.65627
21.244444,40,279.842838
7.488889,40,280.022656
16.688889,40,280.202785
13.182719,40,280.384613
17.422222,40,280.567856
15.377778,40,280.749468
3.962224,40,280.936196
13.311111,40,281.118145
19.822222,40,281.297221
0.0,40,281.478737
12.955556,40,281.661457
9.933333,40,281.844744
10.688889,40,282.026377
7.044444,40,282.205731
0.767171,40,282.386304
14.488239,40,282.567578
18.381841,40,282.752287
9.644444,40,282.932679
10.377778,40,283.114568
4.809244,40,283.298635
11.8,40,283.481551
9.073638,40,283.662795
11.688889,40,283.841082
7.022757,40,284.019585
5.711111,40,284.416571
16.129239,40,284.599198
9.955556,40,284.782957
11.911111,40,284.962507
9.337456,40,285.142928
6.281493,40,285.325553
8.977778,40,285.509884
6.676967,40,285.692446
20.48907,40,285.875534
11.155556,40,286.054751
1.4,40,286.238184
11.222222,40,286.419939
9.476648,40,286.607333
13.066667,40,286.790598
7.091797,40,286.974961
17.177778,40,287.158241
9.488889,40,287.341657
11.028971,40,287.518273
13.664777,40,287.696739
10.6,40,287.874954
15.925852,40,288.063192
12.822222,40,288.247936
17.333333,40,288.428181
6.36246,40,288.60821
9.303607,40,288.789681
4.2,40,288.989476
10.924508,40,289.173341
10.646865,40,289.356697
10.444444,40,289.541244
7.666667,40,289.718406
7.666667,40,289.900365
7.884212,40,290.086123
4.222222,40,290.269836
10.711111,40,290.452037
11.688889,40,290.638814
11.777778,40,290.822056
11.269273,40,291.003943
18.266667,40,291.194842
16.2,40,291.387373
7.807008,40,291.580689
11.253129,40,291.767078
10.134852,40,291.957097
8.577778,40,292.140919
6.955556,40,292.327952
12.003925,40,292.508872
4.866667,40,292.696999
15.955556,40,292.878101
14.533333,40,293.057318
19.084807,40,293.239414
4.8,40,293.418655
11.911111,40,293.600721
9.755556,40,293.793546
6.733333,40,293.974453
17.422222,40,294.157409
1.444444,40,294.338921
10.311111,40,294.515843
17.155556,40,294.698412
7.7387,40,294.881619
4.888889,40,295.06128
13.111111,40,295.243764
24.177778,40,295.42279
10.188076,40,295.604022
18.355556,40,295.780575
0.0,40,295.962978
13.711111,40,296.144914
10.006736,40,296.32615
14.044444,40,296.508396
13.8,40,296.687225
7.733333,40,296.867937
9.82647,40,297.045206
14.111111,40,297.227881
7.777778,40,297.409816
13.355556,40,297.594979
13.377778,40,297.777163
13.287189,40,297.959267
7.262427,40,298.1388
14.044444,40,298.315606
8.444444,40,298.493656
4.888889,40,298.676858
0.711111,40,298.859348
7.842606,40,299.042111
11.839851,40,299.224228
12.755556,40,299.401495
22.186925,40,299.583589
15.644444,40,299.764623
13.466932,40,299.947464
8.533333,40,300.128824
3.555556,40,300.311884
22.511111,40,300.493062
12.555556,40,300.677748
12.644444,40,300.857051
16.066667,40,301.052018
6.266667,40,301.238256
16.777778,40,301.42231
16.933333,40,301.60712
15.244444,40,301.787684
14.88888,40,301.970807
16.222222,40,302.158967
9.266667,40,302.345916
5.622222,40,302.529417
6.977778,40,302.709971
6.977778,40,302.890721
14.044444,40,303.287503
20.311111,40,303.472745
14.334429,40,303.652598
15.519479,40,303.835129
21.956493,40,304.015942
5.111353,40,304.199746
7.894334,40,304.380591
2.755556,40,304.563083
17.733333,40,304.742202
22.019311,40,304.922517
2.822222,40,305.102327
9.867015,40,305.284751
17.043625,40,305.464029
8.422222,40,305.648468
9.866667,40,305.831774
9.888889,40,306.010778
10.733333,40,306.192305
8.955556,40,306.375436
22.688889,40,306.557234
9.822222,40,306.738119
11.088889,40,306.917877
13.0,40,307.099077
10.421249,40,307.281882
10.422222,40,307.463865
13.466667,40,307.643967
11.298293,40,307.825143
21.6,40,308.002618
23.622222,40,308.183186
6.911111,40,308.362866
4.946248,40,308.545079
11.288889,40,308.728506
19.622222,40,308.913143
5.650618,40,309.096423
6.622222,40,309.277719
10.4,40,309.457748
9.439851,40,309.636247
15.911111,40,309.819444
14.777778,40,310.001487
18.177778,40,310.180785
15.333333,40,310.364705
1.355556,40,310.548297
16.911111,40,310.728366
4.066667,40,310.908412
5.515154,40,311.08902
3.583592,40,311.272523
12.493765,40,311.452921
0.0,40,311.633281
10.368173,40,311.813982
14.955556,40,311.993642
16.622222,40,312.176484
6.425767,40,312.357217
13.933333,40,312.538619
11.844444,40,312.720353
10.56714,40,312.905496
24.244444,40,313.089046
18.088889,40,313.266316
16.248454,40,313.447884
2.155556,40,313.624907
4.177778,40,313.806163
10.60497,40,313.988744
13.960077,40,314.165141
17.044444,40,314.346627
16.781022,40,314.530199
9.244444,40,314.708424
7.888889,40,314.889269
17.133333,40,315.071019
2.088889,40,315.250861
18.377778,40,315.433439
12.044444,40,315.614119
2.733333,40,315.796474
6.888889,40,315.976886
9.266667,40,316.157979
12.577778,40,316.33844
16.704423,40,316.518578
16.888889,40,316.700284
7.711111,40,316.879983
20.4,40,317.062804
14.820346,40,317.242851
3.555556,40,317.42755
3.488889,40,317.608129
13.051842,40,317.789695
7.666667,40,317.972455
9.666667,40,318.150476
11.102745,40,318.329745
11.177778,40,318.510903
9.919289,40,318.694052
12.933333,40,318.876335
12.341438,40,319.055199
11.911111,40,319.237362
18.044444,40,319.416382
10.711111,40,319.601261
17.679239,40,319.784694
12.022222,40,319.980046
14.022222,40,320.161609
12.555556,40,320.342451
22.066667,40,320.528705
19.416251,40,320.713424
24.288889,40,320.892599
15.444444,40,321.091232
16.2,40,321.277675
0.0,40,321.465388
13.911111,40,321.648026
13.441167,40,321.833612
11.711111,40,322.226487
12.533333,40,322.407034
5.622222,40,322.587719
4.244444,40,322.800022
16.511111,40,322.982294
10.644444,40,323.17028
10.488889,40,323.35844
7.676672,40,323.541581
1.888889,40,323.726238
10.57804,40,323.912907
16.622222,40,324.103626
10.131914,40,324.293498
2.844444,40,324.481543
7.133333,40,324.673571
13.511111,40,324.860123
13.394269,40,325.042396
12.133333,40,325.226554
10.539079,40,325.408453
7.755556,40,325.593727
15.422222,40,325.776789
3.550233,40,325.960178
5.755556,40,326.142299
6.655647,40,326.325606
14.044444,40,326.504843
17.682127,40,326.688407
13.933333,40,326.871163
13.400947,40,327.054649
22.488889,40,327.239518
17.458641,40,327.421169
9.044444,40,327.600595
16.4,40,327.784105
7.0,40,327.964205
6.911111,40,328.149651
26.555556,40,328.331128
15.8,40,328.511485
17.333333,40,328.69369
16.814351,40,328.872114
7.111111,40,329.058636
21.355556,40,329.246391
12.555556,40,329.435763
10.007976,40,329.617698
12.720596,40,329.79707
4.964769,40,329.979014
9.244444,40,330.166161
11.568877,40,330.349641
15.444444,40,330.534411
11.308783,40,330.71694
14.037033,40,330.899514
16.12523,40,331.080521
25.0,40,331.260359
18.244444,40,331.442801
13.390685,40,331.62919
2.822222,40,331.809167
13.466667,40,331.990447
24.436174,40,332.174394
11.411772,40,332.36142
7.721874,40,332.549871
12.511111,40,332.73022
13.558149,40,332.912115
10.92109,40,333.094892
16.8,40,333.278693
17.847,40,333.462726
5.672345,40,333.647992
12.711111,40,333.830737
9.111111,40,334.015713
3.577778,40,334.198227
17.4,40,334.378685
11.288889,40,334.569503
14.022222,40,334.749367
0.666667,40,334.933045
14.422222,40,335.12979
8.555556,40,335.333007
6.279641,40,335.520692
17.948371,40,335.703812
13.444444,40,335.883964
14.777778,40,336.106219
10.514887,40,336.295298
6.333333,40,336.478989
12.774082,40,336.717735
13.849999,40,336.899201
16.738562,40,337.080965
13.4,40,337.266873
10.622222,40,337.452307
12.422222,40,337.631813
4.155556,40,337.813177
12.288889,40,337.995353
17.466667,40,338.174902
14.331641,40,338.359832
12.777778,40,338.563577
9.155556,40,338.744233
15.4,40,338.928726
15.05221,40,339.126922
21.111111,40,339.321681
6.4,40,339.508967
17.999638,40,339.748348
9.644444,40,340.010147
8.305192,40,340.190851
10.333333,40,340.379716
18.155556,40,340.562555
15.890953,40,340.749281
16.0,40,340.931479
22.933333,40,341.1101
11.911111,40,341.50961
7.088889,40,341.686251
11.119301,40,341.867355
13.844444,40,342.048381
13.898626,40,342.228966
11.155556,40,342.410274
0.866035,40,342.591703
9.355556,40,342.769595
16.844444,40,342.949131
3.582618,40,343.130609
10.377778,40,343.313435
12.666667,40,343.495465
17.488889,40,343.680019
1.422222,40,343.864337
2.8,40,344.050638
12.488889,40,344.235316
12.071017,40,344.416581
25.755556,40,344.59478
9.268849,40,344.775905
16.155556,40,344.957162
8.714386,40,345.140533
13.244444,40,345.326293
12.0,40,345.510264
2.8,40,345.698528
17.477546,40,345.882456
18.488889,40,346.06582
21.044444,40,346.244734
10.433148,40,346.425862
19.0,40,346.606666
5.644444,40,346.785476
8.288889,40,346.964613
9.622222,40,347.14894
8.492576,40,347.329038
9.360466,40,347.588313
11.711111,40,347.801196
3.155556,40,347.999368
10.333333,40,348.213316
16.353865,40,348.417242
10.377778,40,348.615158
14.488889,40,348.817702
9.267572,40,349.022205
19.777778,40,349.230385
6.866667,40,349.441494
23.244444,40,349.628925
18.204913,40,349.819868
11.222222,40,350.008764
23.8,40,350.198461
6.932323,40,350.382962
2.8,40,350.567707
12.688889,40,350.75008
21.324877,40,350.935534
16.777778,40,351.120105
17.377778,40,351.324136
9.111111,40,351.526582
9.777778,40,351.718119
6.198013,40,351.915219
7.888889,40,352.109638
4.222222,40,352.326388
26.0,40,352.543005
21.798232,40,352.814346
16.4,40,353.280389
7.033726,40,354.306898
2.288517,40,355.250898
24.410388,40,355.649865
18.827357,40,355.896951
7.066667,40,356.204307
14.345755,40,356.778475
12.6,40,357.032496
11.266667,40,357.23196
9.400389,40,357.64864
7.90868,40,357.929716
15.488889,40,358.185737
11.926634,40,358.494405
23.466667,40,358.688577
20.577778,40,358.870222
21.066667,40,359.05044
15.4,40,359.228999
12.622222,40,359.406863
15.468249,40,359.594066
8.383665,40,359.786514
14.957329,40,359.978852
13.256226,40,360.164239
11.244444,40,360.346437
13.377778,40,360.529355
12.187836,40,360.751805
7.908676,40,360.938646
5.755556,40,361.121853
19.088889,40,361.305001
19.244444,40,361.501372
8.333333,40,361.686546
17.422222,40,361.871318
16.941007,40,362.05301
4.044444,40,362.252193
1.174864,2,362.264392
13.6,40,362.450631
12.088889,40,362.6355
20.825313,40,362.819183
4.333333,40,362.997787
13.288889,40,363.181763
10.422222,40,363.366127
21.577778,40,363.549892
17.977778,40,363.732801
9.044444,40,363.915736
16.177778,40,364.100829
23.822222,40,364.50383
10.533333,40,364.690416
3.933333,40,364.869232
14.555556,40,365.060388
16.266667,40,365.241399
18.733333,40,365.424217
14.622222,40,365.603132
14.155556,40,365.785091
13.222222,40,365.970142
18.466667,40,366.153534
5.711111,40,366.336701
11.844444,40,366.518743
9.246732,40,366.700585
9.101581,40,366.881048
17.61554,40,367.060781
15.387099,40,367.241389
10.35513,40,367.422118
9.044444,40,367.605865
8.777778,40,367.786285
15.266667,40,367.968042
16.044444,40,368.148854
17.377778,40,368.329312
9.155556,40,368.51047
17.752806,40,368.690372
10.355556,40,368.870306
20.222222,40,369.053514
20.666667,40,369.239093
8.988564,40,369.420672
2.733333,40,369.602349
7.688889,40,369.782275
17.825215,40,369.962819
13.177778,40,370.153672
18.933333,40,370.334967
9.156019,40,370.517126
14.6,40,370.697165
13.844444,40,370.875399
7.582113,40,371.057949
13.210975,40,371.244123
13.977778,40,371.425639
9.733333,40,371.607579
7.792402,40,371.790696
5.815141,40,371.971689
15.177778,40,372.149704
12.022222,40,372.328305
21.377778,40,372.509548
12.823066,40,372.693311
13.850063,40,372.883199
12.666667,40,373.063893
11.113437,40,373.246798
9.30553,40,373.426097
8.511111,40,373.608716
8.422222,40,373.78975
11.905735,40,373.974146
11.174492,40,374.15773
23.155556,40,374.340494
15.933333,40,374.522037
11.822222,40,374.701868
11.35972,40,374.882958
24.933333,40,375.064124
16.822222,40,375.250282
10.015164,40,375.434657
9.778944,40,375.616976
19.6,40,375.796514
14.2,40,375.979256
17.589705,40,376.16184
12.771252,40,376.34204
12.354208,40,376.527276
5.6,40,376.710335
8.577778,40,376.89247
13.466667,40,377.073716
3.488889,40,377.295473
13.911111,40,377.617316
18.288889,40,377.840935
8.488889,40,378.027724
4.300744,40,378.214382
19.626932,40,378.402861
13.822222,40,378.584687
18.927257,40,378.767695
6.422222,40,378.94973
11.755556,40,379.13277
16.133333,40,379.317735
22.961791,40,379.560058
10.644444,40,379.926696
9.866667,40,380.26537
10.452697,40,380.632953
13.222222,40,380.907716
9.311111,40,381.175565
7.844444,40,381.375969
8.355556,40,381.568062
13.111111,40,381.75372
9.222222,40,381.952262
11.644444,40,382.136767
19.888889,40,382.32226
8.288889,40,382.504997
16.933333,40,382.683852
19.795675,40,382.866277
15.422222,40,383.049883
16.975925,40,383.234287
7.8,40,383.414466
13.133333,40,383.657348
9.111111,40,383.96576
1.444444,40,384.437363
9.880905,40,385.006424
11.6,40,385.198438
24.877173,40,385.385871
14.655246,40,385.584437
12.608373,40,385.76549
20.4,40,385.952439
19.622222,40,386.169726
17.128434,40,386.355299
5.533333,40,386.576903
18.255821,40,386.761299
17.617944,40,386.948895
20.288889,40,387.134131
13.372397,40,387.323798
15.629084,40,387.507768
12.901733,40,387.688551
12.066667,40,387.87199
12.63331,40,388.078572
15.311111,40,388.359798
10.466667,40,388.542813
13.977778,40,388.727325
20.266667,40,388.913777
13.674501,40,389.101229
19.244444,40,389.282463
7.733333,40,389.461637
18.488889,40,389.645832
9.216487,40,389.830939
23.755556,40,390.01329
13.586062,40,390.195846
14.363946,40,390.373935
9.133333,40,390.555022
16.733333,40,390.734149
15.808717,40,390.915796
3.8,40,391.096349
6.444444,40,391.273593
17.422222,40,391.455661
20.466667,40,391.639445
16.222222,40,391.820654
14.180447,40,392.005713
10.711111,40,392.187983
20.866667,40,392.366764
19.111111,40,392.547063
18.752875,40,392.728737
10.096401,40,392.911247
5.733333,40,393.094367
17.444444,40,393.276023
18.783286,40,393.458067
12.511111,40,393.643063
14.555556,40,393.824518
24.111111,40,394.008408
16.19291,40,394.192422
19.555556,40,394.376631
16.066667,40,394.55766
9.111111,40,394.739441
14.304701,40,394.926386
14.555556,40,395.112023
19.788189,40,395.296855
18.066667,40,395.480645
16.755556,40,395.665788
20.933333,40,395.846872
13.8,40,396.027993
2.111111,40,396.205656
12.577778,40,396.385619
14.095,40,396.565888
17.066667,40,396.745716
14.772531,40,396.927849
11.3705,40,397.107138
10.133333,40,397.293034
12.466667,40,397.474448
16.940579,40,397.653399
18.720743,40,397.830782
19.622222,40,398.012497
14.651708,40,398.197059
4.977778,40,398.383058
19.022222,40,398.566022
10.488889,40,398.749746
6.2,40,398.924892
6.8,40,399.10588
13.288889,40,399.284642
16.2,40,399.464413
7.022222,40,399.64883
20.47515,40,399.833233
13.0,40,400.013255
16.133333,40,400.194069
16.022222,40,400.374289
16.921916,40,400.556686
9.380073,40,400.735437
19.133333,40,400.914543
14.093232,40,401.098332
21.196696,40,401.280157
5.533333,40,401.462825
13.4,40,401.648414
9.866667,40,401.831696
23.022222,40,402.012051
11.844444,40,402.188652
9.839043,40,402.370867
18.288889,40,402.551082
16.955556,40,402.730477
7.335097,40,402.918146
4.622222,40,403.101934
8.768811,40,403.285616
21.711111,40,403.470419
13.757051,40,403.657221
19.622222,40,404.06254
18.933333,40,404.30238
17.488889,40,404.644197
24.288889,40,404.880556
16.533333,40,405.072848
15.578902,40,405.293264
23.022222,40,405.482078
16.777778,40,405.668799
18.933333,40,405.854242
15.644444,40,406.037302
11.804031,40,406.216289
19.808177,40,406.401228
12.622222,40,406.60096
19.911111,40,406.809929
15.631335,40,407.013801
12.666667,40,407.199755
14.861001,40,407.388267
20.977778,40,407.571821
20.755556,40,407.754979
18.155556,40,407.939897
19.111111,40,408.138562
15.511111,40,408.326878
16.688889,40,408.509234
10.488889,40,408.693584
11.355556,40,408.876894
17.45878,40,409.057875
10.384297,40,409.245572
16.711111,40,409.434362
21.488889,40,409.61849
7.773201,40,409.841618
13.088889,40,410.024524
6.4,40,410.205255
10.932498,40,410.389296
7.688889,40,410.603185
5.022222,40,410.783107
25.333333,40,410.971236
14.236358,40,411.157772
18.244444,40,411.339793
19.943638,40,411.521839
13.155556,40,411.702709
17.577778,40,411.887519
7.850361,40,412.068028
7.65428,40,412.24787
16.88596,40,412.43016
16.6,40,412.617868
9.955556,40,412.802593
16.2,40,412.986661
18.938839,40,413.164846
18.155556,40,413.345251
13.93189,40,413.523661
11.304514,40,413.70244
7.804167,40,413.882861
22.888889,40,414.067759
10.488889,40,414.251165
12.863241,40,414.432693
12.666667,40,414.619861
12.177778,40,414.803447
13.27421,40,414.988131
13.933333,40,415.176552
19.244444,40,415.376612
13.311111,40,415.557902
12.028027,40,415.743299
8.456217,40,415.924028
22.155556,40,416.107026
24.363369,40,416.291355
10.577778,40,416.473525
14.28546,40,416.6575
10.764669,40,416.840182
12.044444,40,417.024932
8.0,40,417.206866
16.933333,40,417.385307
20.912463,40,417.563905
17.444444,40,417.744757
16.755888,40,417.925203
15.933333,40,418.109158
14.066667,40,418.293253
18.127415,40,418.478649
20.42474,40,418.661592
16.066667,40,418.845495
8.355556,40,419.030008
4.933333,40,419.210725
23.511111,40,419.392601
20.4,40,419.573394
12.577778,40,419.755543
24.8,40,419.93973
8.466667,40,420.124459
20.977778,40,420.31008
13.205758,40,420.488117
17.955556,40,420.668583
10.888889,40,420.853389
15.244444,40,421.036346
21.644444,40,421.222804
10.6,40,421.403244
4.933333,40,421.585793
16.333333,40,421.766971
11.311111,40,421.945748
12.6,40,422.124834
18.377778,40,422.308824
24.355556,40,422.490617
10.738528,40,422.670394
9.4887,40,422.851274
13.2,40,423.029205
23.012413,40,423.211278
14.479722,40,423.602309
15.977778,40,423.784556
9.022222,40,423.967718
24.8,40,424.154595
5.629107,40,424.335576
15.333333,40,424.516143
12.666667,40,424.700628
14.955556,40,424.882655
19.205676,40,425.064861
19.755556,40,425.245927
18.377778,40,425.427851
14.6,40,425.60911
17.022222,40,425.788402
17.774588,40,425.975769
22.644444,40,426.160583
14.688889,40,426.340895
17.644444,40,426.526029
20.355556,40,426.709093
6.295523,40,426.890992
3.087278,40,427.073213
17.615662,40,427.252547
20.81789,40,427.432898
11.312328,40,427.616397
17.466667,40,427.802134
19.755556,40,427.985775
13.558233,40,428.167981
8.4,40,428.346789
5.0,40,428.527755
16.350417,40,428.70566
7.239329,40,428.885849
13.333333,40,429.072802
15.866667,40,429.259102
3.511111,40,429.456183
13.706618,40,429.640056
4.963855,40,429.821539
16.155556,40,430.004968
21.20672,40,430.211135
17.594672,40,430.401511
14.706098,40,430.627814
21.259137,40,430.845303
19.666667,40,431.049063
20.938046,40,431.241408
9.244444,40,431.42633
9.177778,40,431.608394
16.933333,40,431.796377
15.155556,40,431.97797
19.014933,40,432.163897
18.193287,40,432.350147
17.493337,40,432.537074
13.753208,40,432.737924
20.888889,40,432.924071
10.728243,40,433.108171
17.505855,40,433.294003
21.000809,40,433.480348
9.955556,40,433.661864
22.680054,40,433.870946
11.955556,40,434.060327
16.022222,40,434.246155
18.133333,40,434.452778
11.777778,40,434.634482
8.355556,40,434.8157
10.634568,40,434.99906
0.666667,40,435.182593
17.977778,40,435.411449
21.022222,40,435.6008
28.859763,40,435.785558
16.111111,40,436.011564
19.514974,40,436.262407
9.222222,40,436.484878
9.625247,40,436.691695
20.4,40,436.885347
19.266667,40,437.071606
12.522779,40,437.276866
